record_id,source_dataset,offer_group_id,offer_text,master_itemcode,master_itemname,pair_label,pair_label_status,target_action_id,target_action,resolution_scope,use_for_binary_pair_training,use_for_router_training,label_confidence,label_provenance,model_bucket,audit_status,error_type,severity,audit_reason,retailer,price_text,product_class_offer,product_class_master,variant_offer,variant_master,offer_weights_g,master_weights_g,protein_match,family_match,sub_brand_match,spice_match,size_match,word_similarity,character_similarity,token_similarity,recommended_split,split_group,notes,occurrence_count,needs_human_label
REAL_004590,REAL_CLICKFLYER_AUDIT,REAL_75_195,Al Kabeer Chicken/Beef Kibbeh/Popcorn Chicken 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Matajer AlSaudia,SAR 15.95,"beef_kibbeh, chicken_kibbeh, chicken_popcorn",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken beef kibbeh popcorn chicken 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004580,REAL_CLICKFLYER_AUDIT,REAL_75_185,Al Kabeer Chicken / Beef Kibbeh 400 gms,CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Lulu Hypermarkets,SAR 15.95,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken beef kibbeh 400 gms,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004578,REAL_CLICKFLYER_AUDIT,REAL_75_183,Al Kabeer Chicken Kibbeh (400 gm) or Beef Kibbeh (400 gm),CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Hyper Panda,SAR 16.99,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken kibbeh 400 gm or beef kibbeh 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004561,REAL_CLICKFLYER_AUDIT,REAL_75_166,Al Kabber Chicken/Beef Kibbeh 400gms,CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Lulu Hypermarkets,SAR 15.95,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabber chicken beef kibbeh 400gms,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004554,REAL_CLICKFLYER_AUDIT,REAL_75_159,Al Kabeer Chicken/Beef Kibbeh 400gms,CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Lulu Hypermarkets,SAR 15.95,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken beef kibbeh 400gms,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004548,REAL_CLICKFLYER_AUDIT,REAL_75_153,Al Kabeer Kibbeh Beef/Chicken 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Nesto,SAR 12.95,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer kibbeh beef chicken 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004453,REAL_CLICKFLYER_AUDIT,REAL_75_58,Al kaber Chicken Kibbeh 400gm,CKK,CHICKEN KIBBEH 400,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Medium/Low,LIKELY_CORRECT,none,Low,,Matajer AlSaudia,SAR 14.95,chicken_kibbeh,chicken_kibbeh,,,400.0,,,,,,,,,,test,al kaber chicken kibbeh 400gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004460,REAL_CLICKFLYER_AUDIT,REAL_75_65,Alkabeer Kebbah Chicken 400gm,CKK,CHICKEN KIBBEH 400,,routing_only,5.0,NO_EXACT_SKU,insufficient_identity_do_not_force_match,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,insufficient_product_identity,Medium,Could not confidently identify the same product class from both descriptions,Hala Markets,SAR 14.95,,chicken_kibbeh,,,400.0,,,,,,,,,,train,alkabeer kebbah chicken 400gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004466,REAL_CLICKFLYER_AUDIT,REAL_75_71,Al Kabeer Kebbab Chicken 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,5.0,NO_EXACT_SKU,insufficient_identity_do_not_force_match,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,insufficient_product_identity,Medium,Could not confidently identify the same product class from both descriptions,Hala Markets,SAR 14.95,,chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer kebbab chicken 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004468,REAL_CLICKFLYER_AUDIT,REAL_75_73,Al Kabeer Beef/Chicken Kibbeb/Fries 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,"Target class chicken_kibbeh conflicts with offer class chicken_fries, french_fries | Conflicting class occurs inside a mixed/assorted or OCR-ambiguous listing; human label required | Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label",Bindawood,SAR 14.95,"chicken_fries, french_fries",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer beef chicken kibbeb fries 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004475,REAL_CLICKFLYER_AUDIT,REAL_75_80,"Al Kabeer CHICKEN OR BEEF KIBBEH, 400 gm",CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Tamimi Markets,SAR 14.95,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken or beef kibbeh 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004476,REAL_CLICKFLYER_AUDIT,REAL_75_81,ALKABEER CHICKEN KIBBEH / KIRI CHEESE SAMOSA 400/240 gm,CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Abraj Hypermarket,SAR 15.95,"cheese_samosa, chicken_kibbeh, chicken_samosa",chicken_kibbeh,,,240.0,,,,,,,,,,train,alkabeer chicken kibbeh kiri cheese samosa 400 240 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004622,REAL_CLICKFLYER_AUDIT,REAL_76_28,Al Kabeer Chicken Burger 4's 200gm x 2Pcs,CKKB,4 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Medium/Low,LIKELY_CORRECT,none,Low,,Lulu Hypermarkets,SAR 9.95,chicken_burger,chicken_burger,,,200.0,,,,,,,,,,train,al kabeer chicken burger 4 s 200gm x 2pcs,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004485,REAL_CLICKFLYER_AUDIT,REAL_75_90,"Al Kabeer BEEF OR CHICKEN KIBBEH, 400 gm",CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Tamimi Markets,SAR 14.95,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer beef or chicken kibbeh 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,8,1
REAL_004498,REAL_CLICKFLYER_AUDIT,REAL_75_103,Al Kabeer Alkabber Chicken Kebba 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,5.0,NO_EXACT_SKU,insufficient_identity_do_not_force_match,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,insufficient_product_identity,Medium,Could not confidently identify the same product class from both descriptions,Hala Markets,SAR 14.95,,chicken_kibbeh,,,400.0,,,,,,,,,,test,al kabeer alkabber chicken kebba 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004513,REAL_CLICKFLYER_AUDIT,REAL_75_118,Al Kabeer Chicken Kebba 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,5.0,NO_EXACT_SKU,insufficient_identity_do_not_force_match,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,insufficient_product_identity,Medium,Could not confidently identify the same product class from both descriptions,Hala Markets,SAR 14.95,,chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken kebba 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004514,REAL_CLICKFLYER_AUDIT,REAL_75_119,Al Kabeer Chicken Kibbeh-Frozen 400 gm,CKK,CHICKEN KIBBEH 400,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Medium/Low,LIKELY_CORRECT,none,Low,,Al Madina Hypermarket,SAR 10.95,chicken_kibbeh,chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken kibbeh frozen 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004518,REAL_CLICKFLYER_AUDIT,REAL_75_123,"AL KABEER BEEF OR CHICKEN KIBBEH, 400gm",CKK,CHICKEN KIBBEH 400,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Tamimi Markets,SAR 16.95,"beef_kibbeh, chicken_kibbeh",chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer beef or chicken kibbeh 400gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004527,REAL_CLICKFLYER_AUDIT,REAL_75_132,Al Kabeer Chicken Kibbbeh 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,5.0,NO_EXACT_SKU,insufficient_identity_do_not_force_match,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,insufficient_product_identity,Medium,Could not confidently identify the same product class from both descriptions,Ramez,SAR 14.95,,chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken kibbbeh 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004540,REAL_CLICKFLYER_AUDIT,REAL_75_145,Al Kabeer Chicken Kibbheh 400 gm,CKK,CHICKEN KIBBEH 400,,routing_only,5.0,NO_EXACT_SKU,insufficient_identity_do_not_force_match,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,insufficient_product_identity,Medium,Could not confidently identify the same product class from both descriptions,Matajer AlSaudia,SAR 14.95,,chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer chicken kibbheh 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004489,REAL_CLICKFLYER_AUDIT,REAL_75_94,Al Kabeer Frozen Chicken Kibbeh 400 gm,CKK,CHICKEN KIBBEH 400,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Medium/Low,LIKELY_CORRECT,none,Low,,Lulu,SAR 13.6,chicken_kibbeh,chicken_kibbeh,,,400.0,,,,,,,,,,train,al kabeer frozen chicken kibbeh 400 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004990,REAL_CLICKFLYER_AUDIT,REAL_78_265,"Al Kabeer BEEF OR CHICKEN BURGER, 1200 gm",CKKB24,24 CHICKEN BURGERS,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Tamimi Markets,SAR 24.99,"beef_burger, chicken_burger",chicken_burger,,,1200.0,,,,,,,,,,validation,al kabeer beef or chicken burger 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004624,REAL_CLICKFLYER_AUDIT,REAL_76_30,AL KABEER CHICKEN BURGERS 3PCS X 200GM,CKKB,4 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Medium/Low,LIKELY_CORRECT,none,Low,,Aljazera Markets,SAR 15.5,chicken_burger,chicken_burger,,,200.0,,,,,,,,,,test,al kabeer chicken burgers 3pcs x 200gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004626,REAL_CLICKFLYER_AUDIT,REAL_78_1,Al Kabeer Frozen Chicken Burgers 1200g,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Nahda Hyper Market,SAR 26.5,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer frozen chicken burgers 1200g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,9,1
REAL_004706,REAL_CLICKFLYER_AUDIT,REAL_78_81,AL KABEER CHICKEN BURGERS 24PCS 1200GM,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Carrefour Hyper,SAR 27.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer chicken burgers 24pcs 1200gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004701,REAL_CLICKFLYER_AUDIT,REAL_78_76,AlKabeer Chicken Burgers 24 pcs 1200gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Abdullah Al Othaim Markets,SAR 21.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,alkabeer chicken burgers 24 pcs 1200gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,5,1
REAL_004700,REAL_CLICKFLYER_AUDIT,REAL_78_75,Al Kabeer Chicken Burgers 24's (1200 g),CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Hyper Panda,SAR 25.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer chicken burgers 24 s 1200 g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004699,REAL_CLICKFLYER_AUDIT,REAL_78_74,Al Kabeer 24 pcs Chicken Burgers 1200 gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Danube,SAR 25.5,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer 24 pcs chicken burgers 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004692,REAL_CLICKFLYER_AUDIT,REAL_78_67,Al Kabeer CHICKEN BURGER / BEEF BURGERS WITH ONION 1200 gm,CKKB24,24 CHICKEN BURGERS,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Manuel Market,SAR 34.95,"beef_burger, chicken_burger",chicken_burger,onion,,1200.0,,,,,,,,,,train,al kabeer chicken burger beef burgers with onion 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004691,REAL_CLICKFLYER_AUDIT,REAL_78_66,Al Kabeer Chicken Burgers 24 pcs 1200 gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Union Coop,SAR 22.5,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer chicken burgers 24 pcs 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,3,1
REAL_004690,REAL_CLICKFLYER_AUDIT,REAL_78_65,Al Kabeer 24 Chicken Burgers 1200 gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Danube,SAR 26.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer 24 chicken burgers 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,3,1
REAL_004674,REAL_CLICKFLYER_AUDIT,REAL_78_49,Alkabeer Chicken Burgers 1.2 kg,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Al Sadhan,SAR 26.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,alkabeer chicken burgers 1 2 kg,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004673,REAL_CLICKFLYER_AUDIT,REAL_78_48,Al Kabeer Chicken Burgers / Beef Burgers (1200gm),CKKB24,24 CHICKEN BURGERS,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Lulu,SAR 23.5,"beef_burger, chicken_burger",chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer chicken burgers beef burgers 1200gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004672,REAL_CLICKFLYER_AUDIT,REAL_78_47,Alkabeeer Chicken Burgers 1200 gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Matajer AlSaudia,SAR 29.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,alkabeeer chicken burgers 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004670,REAL_CLICKFLYER_AUDIT,REAL_78_45,Alkabeer Chicken Burgers 1200 gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Matajer AlSaudia,SAR 29.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,alkabeer chicken burgers 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004666,REAL_CLICKFLYER_AUDIT,REAL_78_41,AL KABEER Chicken Burgers 1.2KG,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Al Sadhan,SAR 27.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer chicken burgers 1 2kg,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,4,1
REAL_004661,REAL_CLICKFLYER_AUDIT,REAL_78_36,Al kabeer Chicken burgers 1200 gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Matajer AlSaudia,SAR 29.75,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,validation,al kabeer chicken burgers 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,12,1
REAL_004659,REAL_CLICKFLYER_AUDIT,REAL_78_34,Alkabeer Chicken Burgers 1.2KG,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Al Sadhan,SAR 27.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,test,alkabeer chicken burgers 1 2kg,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,4,1
REAL_004657,REAL_CLICKFLYER_AUDIT,REAL_78_32,Al Kabeer Chicken Burgers 1200gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Ramez,SAR 29.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer chicken burgers 1200gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,6,1
REAL_004656,REAL_CLICKFLYER_AUDIT,REAL_78_31,Al Kabeer Chicken Burgers 24x1.2kg,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Carrefour Hyper,SAR 25.95,chicken_burger,chicken_burger,promo_or_multipack,,1200.0,,,,,,,,,,train,al kabeer chicken burgers 24x1 2kg,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004655,REAL_CLICKFLYER_AUDIT,REAL_78_30,Al Kabeer Chicken Burgers 24's (1200 gm),CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Hyper Panda,SAR 28.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer chicken burgers 24 s 1200 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,8,1
REAL_004628,REAL_CLICKFLYER_AUDIT,REAL_78_3,AL KABEER CHICKEN BURGER/ BEEF BURGERS WITH ONION 1200GM,CKKB24,24 CHICKEN BURGERS,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Manuel Market,SAR 28.95,"beef_burger, chicken_burger",chicken_burger,onion,,1200.0,,,,,,,,,,train,al kabeer chicken burger beef burgers with onion 1200gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004629,REAL_CLICKFLYER_AUDIT,REAL_78_4,AlKabeer Chicken Burgers 24 pcs,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Abdullah Al Othaim Markets,SAR 20.95,chicken_burger,chicken_burger,,,,,,,,,,,,,train,alkabeer chicken burgers 24 pcs,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004630,REAL_CLICKFLYER_AUDIT,REAL_78_5,Al Kabeer Chicken Burgers 24's (1200g),CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Hyper Panda,SAR 26.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,validation,al kabeer chicken burgers 24 s 1200g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_004632,REAL_CLICKFLYER_AUDIT,REAL_78_7,Al Kabeer 24 Chicken Burgers 1200gm,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Danube,SAR 23.5,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,train,al kabeer 24 chicken burgers 1200gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,5,1
REAL_004634,REAL_CLICKFLYER_AUDIT,REAL_78_9,Al Kabeer Fen) Chicken Burgers 1200g,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Nahda Hyper Market,SAR 32.95,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,validation,al kabeer fen chicken burgers 1200g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_004636,REAL_CLICKFLYER_AUDIT,REAL_78_11,Al Kabeer Chicken Burgers 1200g,CKKB24,24 CHICKEN BURGERS,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Nahda Hyper Market,SAR 33,chicken_burger,chicken_burger,,,1200.0,,,,,,,,,,validation,al kabeer chicken burgers 1200g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
