dump_row_id,offerid,offer_name,brand_name,dump_product,dump_variant,dump_segment,dump_packsize,candidate_rank,master_itemcode,master_itemname,master_item_spec,master_category,match_score,token_set_score,wratio_score,size_status,top1_margin,label,label_source
15200,34435209,Al kabeer Fish Sticks  1KG,Al Kabeer,Fish Fingers,No Variant,Breaded Seafood,1 kg,2,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,FILLETS,75.65,65.79,62.5,exact,,0,auto_high_confidence
15200,34435209,Al kabeer Fish Sticks  1KG,Al Kabeer,Fish Fingers,No Variant,Breaded Seafood,1 kg,3,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,71.3,61.29,58.23,exact,,0,auto_high_confidence
15200,34435209,Al kabeer Fish Sticks  1KG,Al Kabeer,Fish Fingers,No Variant,Breaded Seafood,1 kg,4,CSBA,BREADED SHRIMPS BULK,1 Kgs x 5 Pkts,PRAWNS-SHRIMPS,69.76,59.7,56.72,exact,,0,auto_high_confidence
15200,34435209,Al kabeer Fish Sticks  1KG,Al Kabeer,Fish Fingers,No Variant,Breaded Seafood,1 kg,5,CKFNSTY,TAYEBAT BREADED CHICKEN FILLETS NON SPICY 1 kg x 10 Pkts,1 kg x 10 Pkts,FILLETS,68.51,58.41,55.49,exact,,0,auto_high_confidence
15214,34438132,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,1,CKZS,ZING CHICKEN STRIPS,320 Gms x 20 Pkts,STRIPS,89.58,79.37,76.61,exact,22.92,1,auto_high_confidence
15214,34438132,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,2,CKZSCKNP,Zing Strips Non Spicy + Free Chicken Nuggets Combo Pack,(750 g.+750 g.) x 4,STRIPS,66.65,83.08,85.5,conflict,,0,auto_high_confidence
15214,34438132,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,3,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,750 GMS X 8 PKT,STRIPS,62.38,83.08,78.92,conflict,,0,auto_high_confidence
15214,34438132,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,4,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,8 X 750 GMS,STRIPS,62.38,83.08,78.92,conflict,,0,auto_high_confidence
15214,34438132,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,5,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,61.71,68.97,85.5,conflict,,0,auto_high_confidence
15284,34561727,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,1,CKZS,ZING CHICKEN STRIPS,320 Gms x 20 Pkts,STRIPS,89.58,79.37,76.61,exact,22.92,1,auto_high_confidence
15284,34561727,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,2,CKZSCKNP,Zing Strips Non Spicy + Free Chicken Nuggets Combo Pack,(750 g.+750 g.) x 4,STRIPS,66.65,83.08,85.5,conflict,,0,auto_high_confidence
15284,34561727,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,3,CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,750 GMS X 8 PKT,STRIPS,62.38,83.08,78.92,conflict,,0,auto_high_confidence
15284,34561727,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,4,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,8 X 750 GMS,STRIPS,62.38,83.08,78.92,conflict,,0,auto_high_confidence
15284,34561727,Al Kabeer Zing Chicken Strips 320 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,320 gm,5,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,61.71,68.97,85.5,conflict,,0,auto_high_confidence
15321,34628930,Al Kabeer Zing Chicken Fillet Non Spicy 750 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,750 gm,1,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,FILLETS,92.62,83.33,79.17,exact,38.72,1,auto_high_confidence
15321,34628930,Al Kabeer Zing Chicken Fillet Non Spicy 750 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,750 gm,2,CKSK,SHISH KEBAB,600 Gms x 12 Pkts,KEBAB,53.91,46.67,85.5,conflict,,0,auto_high_confidence
15321,34628930,Al Kabeer Zing Chicken Fillet Non Spicy 750 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,750 gm,3,VVGP9,GREEN PEAS 900,900 gm x 10 Pkts,TRADING-VEG,53.13,44.44,85.5,conflict,,0,auto_high_confidence
15321,34628930,Al Kabeer Zing Chicken Fillet Non Spicy 750 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,750 gm,4,VVGP,GREEN PEAS,400 gm x 20 Pkts,TRADING-VEG,51.12,38.71,85.5,conflict,,0,auto_high_confidence
15321,34628930,Al Kabeer Zing Chicken Fillet Non Spicy 750 gm,Al Kabeer,Chicken Strips-Frozen,Spicy,Zing,750 gm,5,CFB,BEEF FRANKS,454 Gms x 20 Pkts,SAUSAGES,50.7,37.5,85.5,conflict,,0,auto_high_confidence
15386,34646224,Al Kabeer Chicken/ Beef Seekh Kebabs (320 gm),Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,1,CKBS,8 BEEF SEEKH KEBAB,320 Gms x 24 Pkts,KEBAB,88.58,60.0,85.5,exact,34.53,1,auto_high_confidence
15386,34646224,Al Kabeer Chicken/ Beef Seekh Kebabs (320 gm),Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,2,CFB,BEEF FRANKS,454 Gms x 20 Pkts,SAUSAGES,54.05,47.06,85.5,conflict,,0,auto_high_confidence
15386,34646224,Al Kabeer Chicken/ Beef Seekh Kebabs (320 gm),Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,3,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,52.89,43.75,85.5,conflict,,0,auto_high_confidence
15386,34646224,Al Kabeer Chicken/ Beef Seekh Kebabs (320 gm),Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,4,CBBO24,24 BEEF BURGERS,1.2 Kgs x 8 Pkts,BURGERS,52.01,41.24,85.5,conflict,,0,auto_high_confidence
15386,34646224,Al Kabeer Chicken/ Beef Seekh Kebabs (320 gm),Al Kabeer,Seekh Kabab-Frozen,No Variant,Frozen Kabab ,320 gm,5,CKCKB,CHICKEN BURGERS 56 g,840 g. x 9,BURGERS,51.89,40.91,85.5,conflict,,0,auto_high_confidence
15415,34653381,Al Kabeer Chicken/Beef Kibbeh 400gms,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.38,1,auto_high_confidence
15415,34653381,Al Kabeer Chicken/Beef Kibbeh 400gms,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.7,43.2,85.5,,,0,auto_high_confidence
15415,34653381,Al Kabeer Chicken/Beef Kibbeh 400gms,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.91,38.1,85.5,,,0,auto_high_confidence
15415,34653381,Al Kabeer Chicken/Beef Kibbeh 400gms,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.08,50.0,85.5,conflict,,0,auto_high_confidence
15415,34653381,Al Kabeer Chicken/Beef Kibbeh 400gms,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.27,47.71,85.5,conflict,,0,auto_high_confidence
15428,34657992,Al Kabeer BREADED FISH FILLET 1 kg,Al Kabeer,Breaded Fish Fillet,No Variant,Breaded Seafood,1 kg,1,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,FILLETS,94.56,85.33,81.07,exact,11.98,1,auto_high_confidence
15428,34657992,Al Kabeer BREADED FISH FILLET 1 kg,Al Kabeer,Breaded Fish Fillet,No Variant,Breaded Seafood,1 kg,2,CMBAKA,MEAT BALLS BULK,1 kg x 6  Pkts,MEAT BALLS,82.58,42.86,85.5,exact,,0,auto_high_confidence
15428,34657992,Al Kabeer BREADED FISH FILLET 1 kg,Al Kabeer,Breaded Fish Fillet,No Variant,Breaded Seafood,1 kg,3,FFW1,WHITE FISH FILLET 1KG,1kg X 10 Pkts,FILLETS,81.31,71.64,68.06,exact,,0,auto_high_confidence
15428,34657992,Al Kabeer BREADED FISH FILLET 1 kg,Al Kabeer,Breaded Fish Fillet,No Variant,Breaded Seafood,1 kg,4,VSC10,SWEET CORN BULK,1 kg x 10 Pkts,TRADING-VEG,81.07,38.55,85.5,exact,,0,auto_high_confidence
15428,34657992,Al Kabeer BREADED FISH FILLET 1 kg,Al Kabeer,Breaded Fish Fillet,No Variant,Breaded Seafood,1 kg,5,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,56.64,77.14,73.29,conflict,,0,auto_high_confidence
15472,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.88,1,auto_high_confidence
15472,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.19,44.63,85.5,,,0,auto_high_confidence
15472,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.77,37.7,85.5,,,0,auto_high_confidence
15472,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.08,50.0,85.5,conflict,,0,auto_high_confidence
15472,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.24,47.62,85.5,conflict,,0,auto_high_confidence
15473,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.88,1,auto_high_confidence
15473,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.19,44.63,85.5,,,0,auto_high_confidence
15473,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.77,37.7,85.5,,,0,auto_high_confidence
15473,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.08,50.0,85.5,conflict,,0,auto_high_confidence
15473,34834003,Al Kabeer Chicken/Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.24,47.62,85.5,conflict,,0,auto_high_confidence
15530,34892001,AL KABEER BEEF OR CHICKEN KIBBEH 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.69,1,auto_high_confidence
15530,34892001,AL KABEER BEEF OR CHICKEN KIBBEH 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.38,45.16,85.5,,,0,auto_high_confidence
15530,34892001,AL KABEER BEEF OR CHICKEN KIBBEH 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,69.02,38.4,85.5,,,0,auto_high_confidence
15530,34892001,AL KABEER BEEF OR CHICKEN KIBBEH 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.23,50.43,85.5,conflict,,0,auto_high_confidence
15530,34892001,AL KABEER BEEF OR CHICKEN KIBBEH 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
15574,34902941,Al Kabeer Vegetable Samosas 12's (240 gm) / Spring Roll 8's (280 gm),Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,89.04,61.33,85.5,exact,14.73,1,auto_high_confidence
15574,34902941,Al Kabeer Vegetable Samosas 12's (240 gm) / Spring Roll 8's (280 gm),Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,2,CCMS,MOZZERELLA CHEESE STICKS,250 GMS X24 PKTS,STICKS & FINGERS,74.31,39.24,85.5,close,,0,auto_high_confidence
15574,34902941,Al Kabeer Vegetable Samosas 12's (240 gm) / Spring Roll 8's (280 gm),Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,3,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,51.48,39.73,85.5,conflict,,0,auto_high_confidence
15574,34902941,Al Kabeer Vegetable Samosas 12's (240 gm) / Spring Roll 8's (280 gm),Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,4,CCF,CHICKEN FRIES,12 PKTS X 400 GRM,POP-CORN & CHICKEN FRIES,51.38,39.44,85.5,conflict,,0,auto_high_confidence
15574,34902941,Al Kabeer Vegetable Samosas 12's (240 gm) / Spring Roll 8's (280 gm),Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,5,CBBO24,24 BEEF BURGERS,1.2 Kgs x 8 Pkts,BURGERS,50.96,38.24,85.5,conflict,,0,auto_high_confidence
15587,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
15587,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
15587,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
15587,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
15587,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
15588,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
15588,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
15588,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
15588,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
15588,34907021,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
15589,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Mutton,"Frozen Pizzas, Wraps, Sandwiches",240 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,91.5,68.35,85.5,exact,31.98,1,auto_high_confidence
15589,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Mutton,"Frozen Pizzas, Wraps, Sandwiches",240 gm,2,CCSAKA,CHEESE SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,59.52,62.69,85.5,conflict,,0,auto_high_confidence
15589,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Mutton,"Frozen Pizzas, Wraps, Sandwiches",240 gm,3,CCSAKPR,A.K PRO CHEESE SAMOSA,4 X 1.2 KGS,SAMOSA,53.83,46.43,85.5,conflict,,0,auto_high_confidence
15589,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Mutton,"Frozen Pizzas, Wraps, Sandwiches",240 gm,4,CCMSA,MOZZARELLA CHEESE STICKS,1000G X 5 Pkts,STICKS & FINGERS,52.86,43.66,85.5,conflict,,0,auto_high_confidence
15589,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Mutton,"Frozen Pizzas, Wraps, Sandwiches",240 gm,5,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,50.73,37.59,85.5,conflict,,0,auto_high_confidence
15590,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,1,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,91.5,68.35,85.5,exact,15.12,1,auto_high_confidence
15590,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,2,CCMS,MOZZERELLA CHEESE STICKS,250 GMS X24 PKTS,STICKS & FINGERS,76.38,45.16,85.5,close,,0,auto_high_confidence
15590,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,3,CCSAKA,CHEESE SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,59.52,62.69,85.5,conflict,,0,auto_high_confidence
15590,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,4,CCMSA,MOZZARELLA CHEESE STICKS,1000G X 5 Pkts,STICKS & FINGERS,53.23,44.74,85.5,conflict,,0,auto_high_confidence
15590,34907043,Al Kabeer Samosas Mutton/Cheese Cheese Spring Rolls 240gm,Al Kabeer,Samosa-Frozen,Other-Veg,"Frozen Pizzas, Wraps, Sandwiches",240 gm,5,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,50.79,37.76,85.5,conflict,,0,auto_high_confidence
15629,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.88,1,auto_high_confidence
15629,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.19,44.63,85.5,,,0,auto_high_confidence
15629,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.77,37.7,85.5,,,0,auto_high_confidence
15629,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.08,50.0,85.5,conflict,,0,auto_high_confidence
15629,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.24,47.62,85.5,conflict,,0,auto_high_confidence
15630,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.88,1,auto_high_confidence
15630,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.19,44.63,85.5,,,0,auto_high_confidence
15630,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.77,37.7,85.5,,,0,auto_high_confidence
15630,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.08,50.0,85.5,conflict,,0,auto_high_confidence
15630,34909660,Al Kabeer Chicken / Beef Kibbeh 400 gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.24,47.62,85.5,conflict,,0,auto_high_confidence
15631,34910190,Al Kabeer Chicken Burgers 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,1,CKBBADPR,AK PRO Breaded Chicken Burger Bag 840 g. x 8,840 gm x 8,BURGERS,100.0,91.14,86.58,exact,10.06,1,auto_high_confidence
15631,34910190,Al Kabeer Chicken Burgers 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,2,CKBBTY,TAYEBAT BREADED CHICKEN BURGERS 840 g. x 8 Pkts,840 g. x 8 Pkts,BURGERS,89.94,80.56,76.53,exact,,0,auto_high_confidence
15631,34910190,Al Kabeer Chicken Burgers 840 gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,3,CKBBAD,Breaded Chicken Burger Bag (56 g.),840 g. x 9,BURGERS,70.18,91.14,86.58,conflict,,0,auto_high_confidence
